time,page 
0,509.99417658489386 
10,1484.2745381681161 
20,1591.6459572677509 
30,1990.1468987876917 
40,4935.523639868982 
50,6340.265778228214 
60,6564.713898229204 
70,6355.518719751826 
80,5572.691390079962 
90,2153.3877862136083 
100,22.3998547132121 
110,2.4455000000000005 
111,0 
