time,connect,request 
0,0.867,5.886 
10,0.827,5.886 
20,0.827,5.886 
30,0.825,5.886 
40,0.754,0.488 
50,0.754,0.473 
60,0.754,0.45 
70,0.754,0.45 
80,0.754,0.45 
90,0.754,0.45 
100,0.754,0.45 
110,0.754,0.45 
111,0.754,0.45 
