time,sentpackets@tsung_controller@ip-172-31-20-155 
10,513 
20,662.0 
30,757.0 
40,779.0 
50,916.0 
60,1359.0 
70,1194.0 
80,1455.0 
90,1590.0 
100,2120.0 
110,542.0 
111,13.0 
