time,recvpackets@tsung_controller@ip-172-31-20-155 
10,500 
20,666.0 
30,779.0 
40,814.0 
50,890.0 
60,1196.0 
70,1071.0 
80,1313.0 
90,1753.0 
100,2448.0 
110,470.0 
111,7.0 
