time,users_count,finish_users_count 
0,40,0 
10,91,0 
20,146,0 
30,189,0 
40,244,0 
50,295,6 
60,300,21 
70,300,53 
80,300,92 
90,300,224 
100,300,293 
110,300,300 
111,300,300 
