time,page 
0,7.528 
10,7.528 
20,7.528 
30,7.528 
40,7.528 
50,7.528 
60,7.528 
70,7.528 
80,7.528 
90,7.528 
100,7.528 
110,7.528 
120,7.528 
130,7.528 
140,7.528 
150,7.135 
160,2.425 
170,2.425 
180,2.425 
190,2.425 
200,1.018 
210,1.018 
220,0.842 
230,0.842 
240,0.842 
250,0.842 
260,0.842 
270,0.842 
280,0.842 
290,0.842 
300,0.842 
310,0.842 
316,0.842 
