time,502,200,500,302,404,504 
150,0.2,0.8,,0,,4 
160,7.5,0.3,,0,,3.9 
170,0,0.7,,0,,3.6 
180,0,0.1,,0,,5.3 
190,0,0,,0,,4.7 
200,4,0,,0,,5 
210,26.3,0,,0,,4.8 
220,28.9,0,,0,,3.8 
230,34.4,0,,0,,4.6 
240,30.9,0,,0,,5.6 
250,9.7,0,,0,,4.8 
260,2,0,,0,,3.4 
270,2,0,,0,,0.3 
280,0,0.4,1,0,,0 
290,0,3.4,17,2.6,1.7,0 
300,0,9.5,18.4,1.7,5.6,0 
310,0,4.7,2.5,0,4.6,0 
316,0,0.2,0,0,0.2,0 
