time,size_sent,size_rcv 
0,23.5890625,126.9078125 
10,32.5515625,97.61171875 
20,32.26640625,165.9921875 
30,43.02109375,123.5515625 
40,35.828125,146.8234375 
50,41.80625,143.26484375 
60,42.61796875,193.4828125 
70,32.1,130.896875 
80,34.74140625,154.9953125 
90,26.31328125,123.0328125 
100,28.84140625,107.39296875 
110,27,95.0984375 
120,33.7875,103.6890625 
130,27.7859375,68.78515625 
140,29.3203125,71.31875 
150,35.2078125,29.315625 
160,59.20234375,30.85546875 
170,23.6078125,24.971875 
180,26.38359375,6.36875 
190,23.125,2.75390625 
200,35.06328125,13.2421875 
210,125.73359375,70.6171875 
220,132.0703125,76.734375 
230,161.0203125,91.3828125 
240,149.909375,82.9453125 
250,71.5203125,27.8203125 
260,26.7453125,7.1484375 
270,11.56328125,5.33203125 
280,2.2328125,24.5515625 
290,94.70546875,400.6203125 
300,134.7765625,614.64765625 
310,42.6734375,222.428125 
316,1.5765625,8.3078125 
