time,users,connected 
0,44,43 
10,88,86 
20,137,137 
30,192,192 
40,247,244 
50,293,291 
60,295,295 
70,295,295 
80,295,295 
90,295,295 
100,295,295 
110,295,295 
120,295,295 
130,295,295 
140,295,295 
150,295,295 
160,294,294 
170,294,294 
180,294,294 
190,294,294 
200,294,294 
210,279,279 
220,237,242 
230,189,193 
240,143,146 
250,126,126 
260,125,125 
270,123,123 
280,121,121 
290,107,107 
300,65,69 
310,4,4 
316,0,0 
