time,cpu@tsung_controller@ip-172-31-28-2 
0,0.9486286960180547 
10,0.5020080321285141 
20,0.7007007007007007 
30,0.8016032064128256 
40,0.6030150753768844 
50,0.7014028056112225 
60,0.4016064257028112 
70,0.4016064257028112 
80,0.3003003003003003 
90,0.2004008016032064 
100,0.3003003003003003 
110,0.30060120240480964 
120,0.20060180541624875 
130,0.30060120240480964 
140,0.20020020020020018 
150,0.2004008016032064 
160,0.10030090270812438 
170,0.20060180541624875 
180,0.10010010010010009 
190,0.10030090270812438 
200,0.20020020020020018 
210,0.10030090270812438 
220,0.30181086519114686 
230,0.30272452068617556 
240,0.5020080321285141 
250,0.5030181086519114 
260,0.30060120240480964 
270,0.0 
280,0.09980039920159679 
290,0.10030090270812438 
300,0.8016032064128256 
310,0.9018036072144289 
316,0.40040040040040037 
