time,freemem@tsung_controller@ip-172-31-28-2 
0,3539.30078125 
10,3534.73828125 
20,3528.9375 
30,3521.0390625 
40,3514.6171875 
50,3506.15234375 
60,3498.91796875 
70,3491.24609375 
80,3488.10546875 
90,3482.54296875 
100,3477.83203125 
110,3472.75390625 
120,3466.54296875 
130,3461.73046875 
140,3457.9921875 
150,3453.15625 
160,3450.7421875 
170,3448.94140625 
180,3447.85546875 
190,3447.24609375 
200,3446.66796875 
210,3445.34765625 
220,3442.578125 
230,3440.40625 
240,3438.59765625 
250,3435.9453125 
260,3435.09765625 
270,3434.6015625 
280,3434.6015625 
290,3433.79296875 
300,3428.109375 
310,3428.109375 
316,3428.109375 
