time,502,200,500,302,404,504 
150,2,611,,94,,132 
160,77,614,,94,,171 
170,77,621,,94,,207 
180,77,622,,94,,260 
190,77,622,,94,,307 
200,117,622,,94,,357 
210,380,622,,94,,405 
220,669,622,,94,,443 
230,1013,622,,94,,489 
240,1322,622,,94,,545 
250,1419,622,,94,,593 
260,1439,622,,94,,627 
270,1459,622,,94,,630 
280,1459,626,10,94,,630 
290,1459,660,180,120,17,630 
300,1459,755,364,137,73,630 
310,1459,802,389,137,119,630 
316,1459,804,389,137,121,630 
