time,page 
0,229.87 
10,187.394 
20,187.196 
30,187.196 
40,187.196 
50,2.665 
60,2.598 
70,2.475 
80,2.475 
90,2.475 
100,2.475 
110,2.475 
120,2.475 
130,2.475 
137,2.475 
