time,session 
0,189.949 
10,189.288 
20,189.131 
30,189.131 
40,189.131 
50,4.588 
60,4.583 
70,4.303 
80,4.303 
90,3.962 
100,3.962 
110,3.962 
120,3.962 
130,3.962 
137,3.962 
