time,connect,request 
0,4.965473238929198,172.7261106362577 
10,0.23384719501692539,167.99328955297156 
20,0.12217678448325055,201.40198425444433 
30,0.27936288106722734,928.9044922857139 
40,0.14792664237581776,1015.7633627733469 
50,0.3582379941382354,3932.859026602587 
60,3.771848422012442,4338.642802104246 
70,0.449916551567953,3672.993477626026 
80,0.35819619360675337,3789.744623614033 
90,108.38381322410248,3327.0497545723315 
100,0.1497626791445105,4289.296813156692 
110,0.5106386305108266,3046.4868661760897 
120,10.995621151382304,5103.832307146736 
130,0,1738.39950663727 
137,0,5538.856464518385 
