time,page 
0,3.9 
10,4.2 
20,5 
30,2.3 
40,2.5 
50,8.7 
60,13.8 
70,22.7 
80,20.4 
90,25.6 
100,24.6 
110,23.9 
120,14.1 
130,1.2 
137,13.6 
