time,users,connected 
0,0,0 
10,1,3 
20,1,1 
30,71,66 
40,171,168 
50,168,164 
60,211,210 
70,203,210 
80,196,190 
90,173,176 
100,185,201 
110,238,243 
120,147,148 
130,136,136 
137,0,0 
