time,users_count,finish_users_count 
0,4,4 
10,4.5,4.4 
20,4.8,4.8 
30,9.2,2.2 
40,12.6,2.6 
50,8.3,8.6 
60,18.3,14 
70,22.5,23.3 
80,19,19.7 
90,23.9,26.2 
100,27.4,26.2 
110,28,22.7 
120,4,13.1 
130,0,1.1 
137,0,13.6 
