time,page 
0,1029.6945897435894 
10,695.165857142857 
20,992.2697000000001 
30,3227.081652173913 
40,9683.96084 
50,10745.25674712644 
60,9175.46026811594 
70,10132.093171806173 
80,8978.054499999995 
90,6202.511160156254 
100,9307.929902439022 
110,6929.504138075306 
120,11418.441950354616 
130,37062.33833333334 
137,31029.53884558825 
