time,session 
20,22369.1818 
30,26378.829625000002 
40,25012.435125 
50,25889.137625 
60,25225.74457142857 
70,23597.05516666667 
80,21875.988166666666 
90,25293.12775 
100,23598.80969565217 
110,25834.34584615384 
120,26426.503125000003 
130,32203.36929411765 
140,34072.21580952381 
150,37745.771199999996 
160,38871.81307142858 
170,43595.088058823516 
180,50098.71599999999 
190,52798.07254545456 
200,57178.922529411764 
210,53756.70162962962 
220,48759.77429629631 
230,48708.21597619046 
240,47677.535299999996 
250,51051.096203124995 
260,43981.266953488375 
270,43926.9270327869 
280,46862.466775510205 
290,46500.497249999986 
300,51316.404818181814 
310,67871.65640740741 
320,62922.86088888889 
330,73206.11470370369 
340,72277.07903030301 
350,69865.07464814813 
357,66703.60310526314 
