time,page 
0,8.994 
10,8.994 
20,8.994 
30,8.994 
40,8.994 
50,8.994 
60,8.994 
70,8.994 
80,8.994 
90,8.994 
100,8.994 
110,8.994 
120,8.994 
130,8.994 
140,8.994 
150,8.994 
160,8.994 
170,8.994 
180,8.994 
190,1.057 
200,1.057 
210,0.886 
220,0.869 
230,0.869 
240,0.869 
250,0.869 
260,0.869 
270,0.869 
280,0.869 
290,0.869 
300,0.869 
310,0.869 
320,0.869 
330,0.869 
340,0.869 
350,0.869 
357,0.869 
