time,sentpackets@tsung_controller@ip-172-31-25-97 
10,1159 
20,1159 
30,4376 
40,4376 
50,4376 
60,4376 
70,4618 
80,4618 
90,4618 
100,4618 
110,4618 
120,4618 
130,4618 
140,4618 
150,4618 
160,4618 
170,4618 
180,4618 
190,4618 
200,4618 
210,4618 
220,4618 
230,4618 
240,4618 
250,4618 
260,4618 
270,4618 
280,5309 
290,5309 
300,5309 
310,5309 
320,5309 
330,5309 
340,5309 
350,5309 
357,5309 
