time,users,connected 
0,12,11 
10,18,17 
20,20,20 
30,21,22 
40,17,17 
50,17,18 
60,22,22 
70,38,37 
80,45,43 
90,52,52 
100,53,53 
110,62,62 
120,71,71 
130,83,84 
140,96,96 
150,110,110 
160,130,128 
170,142,142 
180,159,158 
190,178,178 
200,204,204 
210,213,213 
220,223,222 
230,212,217 
240,227,225 
250,215,214 
260,213,213 
270,207,205 
280,202,202 
290,201,199 
300,187,187 
310,160,161 
320,133,133 
330,106,109 
340,73,73 
350,19,19 
357,0,0 
