time,users,connected 
0,3,3 
10,2,1 
20,9,9 
30,14,14 
40,13,12 
50,4,4 
60,18,17 
70,16,17 
80,15,15 
90,29,29 
100,34,32 
110,31,31 
120,41,42 
130,55,55 
140,75,75 
150,81,80 
160,100,99 
170,108,108 
180,121,122 
190,136,136 
200,165,165 
210,176,176 
220,202,202 
230,220,220 
240,218,217 
250,232,236 
260,244,247 
270,238,240 
280,221,216 
290,192,192 
300,159,163 
310,141,143 
320,111,111 
330,77,78 
340,2,4 
343,0,0 
