time,sentpackets@tsung_controller@ip-172-31-29-152 
10,340 
20,340 
30,364 
40,624 
50,713 
60,713 
70,767 
80,1104 
90,1104 
100,1104 
110,1486 
120,1486 
130,1486 
140,1486 
150,1720 
160,1720 
170,1720 
180,1847 
190,1847 
200,1847 
210,2180 
220,2180 
230,2180 
240,2180 
250,2545 
260,2545 
270,2545 
280,2545 
290,2808 
300,2808 
310,2808 
320,2808 
330,2808 
340,2840 
343,2840 
