time,load@tsung_controller@ip-172-31-29-152 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.0 
80,0.0 
90,0.0 
100,0.0 
110,0.0 
120,0.0 
130,0.078125 
140,0.0703125 
150,0.05859375 
160,0.05078125 
170,0.0390625 
180,0.109375 
190,0.08984375 
200,0.078125 
210,0.05859375 
220,0.05078125 
230,0.0390625 
240,0.0390625 
250,0.03125 
260,0.03125 
270,0.01953125 
280,0.01953125 
290,0.01171875 
300,0.01171875 
310,0.01171875 
320,0.01171875 
330,0.01171875 
340,0.0 
343,0.0 
