time,page 
0,175.23284878849876 
10,179.6210376595952 
20,227.5388486274102 
30,297.71659670532046 
40,318.9849769089896 
50,361.8707216491191 
60,356.2284948100243 
70,590.0518971848935 
80,457.6109378116389 
90,683.5611888701644 
100,1368.0132108056407 
110,1073.4025292342424 
120,1688.2099590187527 
130,2091.338987334003 
140,2083.632359563302 
150,2082.393826307769 
160,2185.6577223773415 
170,2178.5127271473275 
180,2241.750308343537 
190,2147.881560879932 
200,2263.294121877694 
210,3643.7956115550974 
220,1951.4457493666002 
230,9025.962230987623 
240,9671.070342873087 
250,10344.850189445495 
260,10965.259719481348 
270,10890.717155130924 
280,9889.252349807894 
290,9690.05404034289 
300,3407.7442047949253 
310,3097.3889868666643 
320,2596.8178750941584 
330,3903.683980077606 
340,4526.904961850502 
343,4164.468849086902 
