time,users_count,finish_users_count 
0,6,3 
10,12,10 
20,25,16 
30,40,26 
40,56,43 
50,60,56 
60,78,60 
70,95,79 
80,115,100 
90,140,111 
100,162,128 
110,180,149 
120,210,169 
130,236,181 
140,271,196 
150,301,220 
160,332,232 
170,360,252 
180,387,266 
190,423,287 
200,465,300 
210,497,321 
220,544,342 
230,588,368 
240,637,419 
250,690,458 
260,753,509 
270,817,579 
280,880,659 
290,896,704 
300,896,737 
310,896,755 
320,896,785 
330,896,819 
340,896,894 
343,896,896 
