time,page 
0,1.7 
10,2.4 
20,3.6 
30,4.9 
40,6.3 
50,4.1 
60,4.3 
70,7.6 
80,7.6 
90,7.4 
100,7.7 
110,8.2 
120,8.4 
130,7.8 
140,9.5 
150,8.3 
160,8.5 
170,8.9 
180,8.5 
190,8.6 
200,8.8 
210,10.9 
220,8.6 
230,13.7 
240,26.1 
250,15.5 
260,21.8 
270,29.1 
280,30.3 
290,15.4 
300,10.3 
310,7 
320,7.7 
330,8.3 
340,10.2 
343,0.4 
