time,recvpackets@tsung_controller@ip-172-31-29-152 
10,468 
20,468 
30,568 
40,1150 
50,1349 
60,1349 
70,1349 
80,2070 
90,2070 
100,2070 
110,3025 
120,3025 
130,3025 
140,3025 
150,3390 
160,3390 
170,3390 
180,3590 
190,3590 
200,3590 
210,4378 
220,4378 
230,4378 
240,4378 
250,4676 
260,4676 
270,4676 
280,4676 
290,4878 
300,4878 
310,4878 
320,4878 
330,4878 
340,7473 
343,7473 
