time,session 
0,4366.699 
10,9286.843 
20,9286.843 
30,13196.335 
40,13196.335 
50,16535.549 
60,16535.549 
70,16535.549 
80,20110.614 
90,20110.614 
100,20792.216 
110,20792.216 
120,23687.702 
130,26229.296 
140,26229.296 
150,33068.871 
160,39175.927 
170,41843.145 
180,42854.799 
190,51468.759 
200,55290.456 
210,57169.049 
220,59644.813 
230,66554.462 
240,75258.733 
250,75258.733 
260,81658.38 
270,81807.679 
280,87257.5 
290,90667.486 
300,99007.263 
310,99007.263 
320,100993.456 
330,100993.456 
340,100993.456 
343,100993.456 
