time,users_count,finish_users_count 
0,0.6,0.3 
10,0.6,0.7 
20,1.3,0.6 
30,1.5,1 
40,1.6,1.7 
50,0.4,1.3 
60,1.8,0.4 
70,1.7,1.9 
80,2,2.1 
90,2.5,1.1 
100,2.2,1.7 
110,1.8,2.1 
120,3,2 
130,2.6,1.2 
140,3.5,1.5 
150,3,2.4 
160,3.1,1.2 
170,2.8,2 
180,2.7,1.4 
190,3.6,2.1 
200,4.2,1.3 
210,3.2,2.1 
220,4.7,2.1 
230,4.4,2.6 
240,4.9,5.1 
250,5.3,3.9 
260,6.3,5.1 
270,6.4,7 
280,6.3,8 
290,1.6,4.5 
300,0,3.3 
310,0,1.8 
320,0,3 
330,0,3.4 
340,0,7.5 
343,0,0.2 
