time,session 
0,3247.958666666667 
10,5215.800857142857 
20,4262.144333333334 
30,6218.9812 
40,6621.803882352941 
50,8045.254615384616 
60,9510.0515 
70,8083.961210526316 
80,8140.19323809524 
90,9585.526363636362 
100,12930.005588235294 
110,13697.492476190477 
120,15227.0875 
130,19714.194750000002 
140,18498.514 
150,26145.864625000006 
160,31114.778000000002 
170,33906.2687 
180,39207.50035714286 
190,42018.53495238096 
200,47547.351923076916 
210,50982.437000000005 
220,54715.074190476174 
230,49290.007 
240,35487.324196078414 
250,44807.31592307693 
260,41332.77613725492 
270,38419.4903142857 
280,36690.624074999985 
290,47411.36584444444 
300,53631.95690909092 
310,49539.745444444445 
320,71214.9404 
330,66614.92273529411 
340,68103.15218666663 
343,62339.401 
