time,size_sent,size_rcv 
0,42.546875,185.2234375 
10,234.20390625,742.2875 
20,445.26171875,1407.53125 
30,674.96875,2092.44921875 
40,908.33515625,2835.8546875 
50,1198.596875,3704.11796875 
60,1451.63359375,4437.2140625 
70,1527.32421875,4670.7625 
80,1555.0796875,4754.640625 
88,1556.10625,4758.115625 
