time,users,connected 
0,7,7 
10,6,6 
20,9,9 
30,4,4 
40,6,6 
50,8,8 
60,8,9 
70,13,13 
80,12,11 
90,11,11 
100,22,20 
110,28,28 
120,20,20 
130,44,44 
140,53,54 
150,74,73 
160,94,93 
170,104,104 
180,108,107 
190,116,116 
200,134,134 
210,159,159 
220,185,185 
230,200,201 
240,207,205 
250,208,207 
260,209,208 
270,219,218 
280,216,216 
290,219,219 
300,195,199 
310,163,165 
320,130,130 
330,89,94 
340,1,1 
348,0,0 
