time,size_sent,size_rcv 
0,8.053125,29.2 
10,20.07421875,49.3703125 
20,18.6578125,49.0640625 
30,21.7265625,48.3453125 
40,16.665625,48.1078125 
50,20.0703125,49.996875 
60,23.61015625,56.071875 
70,36.24609375,107.353125 
80,28.51328125,66.3 
90,25.9,59.921875 
100,31.35546875,79.0328125 
110,44.73984375,118.625 
120,38.8765625,102.56875 
130,44.18984375,99.6515625 
140,54.5515625,141.6046875 
150,47.796875,117.8734375 
160,48.36328125,114.6 
170,46,113.471875 
180,49.86171875,107.19375 
190,48.07734375,158.4515625 
200,45.86484375,75.4 
210,45.49140625,133.3875 
220,65.09765625,155.9109375 
230,56.01640625,97.6109375 
240,56.58984375,110.2375 
250,78.7859375,163.14375 
260,81.45703125,166.296875 
270,77.48515625,115.715625 
280,75.5953125,179.92890625 
290,93.1578125,174.865625 
300,64.81953125,167.1734375 
310,51.853125,153.0359375 
320,44.02265625,115.26328125 
330,30.33671875,133.0890625 
340,37.1375,88.00625 
348,0.73203125,0.1125 
