time,page 
0,170.85009523809526 
10,183.34451219512192 
20,164.00104878048785 
30,265.12814285714285 
40,200.42330555555557 
50,258.6082558139535 
60,172.20762222222228 
70,592.9722048192771 
80,316.67065517241394 
90,266.8317358490566 
100,403.5001666666666 
110,1040.1348426966292 
120,1147.2468555555552 
130,1577.3691971830992 
140,2814.125115384616 
150,4303.761908163266 
160,5850.1685842696625 
170,7674.92793258427 
180,9187.175822222227 
190,9748.295137931034 
200,9455.747594594592 
210,12415.538029411764 
220,11954.088245283017 
230,9645.535151260508 
240,11163.236035460992 
250,11488.163724550894 
260,8488.424880184326 
270,8386.455631868139 
280,9510.822140909093 
290,7523.3014859437735 
300,15975.596298507468 
310,15126.027436974788 
320,17481.679000000007 
330,17007.57958490565 
340,6296.672614754099 
348,346.505 
