time,page 
0,172.7962961444169 
10,195.45449102804042 
20,169.09316631357058 
30,301.23254312965685 
40,207.4530333539805 
50,278.1387297382781 
60,178.63116097233413 
70,659.4892796589667 
80,276.25379766786125 
90,258.62334494622775 
100,477.01425349172973 
110,1091.368725843599 
120,1578.7155307489452 
130,1685.8857129958203 
140,2856.34137581553 
150,2920.7248484257207 
160,3488.1077698546655 
170,3199.5672289859353 
180,3569.6790793048062 
190,3312.1035449578612 
200,3492.9176971087795 
210,2735.5134588715123 
220,3880.021049190806 
230,7588.046402660256 
240,9248.142214191366 
250,9642.355802232056 
260,9669.178054239695 
270,9956.103195050056 
280,10261.092800582803 
290,10048.919035784222 
300,7583.342741196788 
310,6806.4082352835185 
320,4399.13419088953 
330,5100.980152846559 
340,4895.370859433677 
348,0.0 
