time,session 
0,3396.5195 
10,5900.24 
20,5425.2246 
30,6042.4459230769235 
40,5555.9367142857145 
50,6607.1023000000005 
60,6785.218923076924 
70,6973.003444444446 
80,6968.504071428572 
90,7617.1932857142865 
100,6077.891333333333 
110,10933.440444444444 
120,10273.035586206895 
130,15358.188250000001 
140,17013.17726086957 
150,19521.018421052635 
160,23258.330133333333 
170,27454.86675 
180,33487.26661904761 
190,38201.184559999994 
200,40929.95479999999 
210,45940.73505882353 
220,51620.63506249999 
230,44687.6413478261 
240,47950.5154375 
250,45391.3427142857 
260,39783.61059615385 
270,42580.11664000001 
280,45637.02082 
290,40801.89498148148 
300,47590.69255813954 
310,51632.77331249998 
320,54924.531787878776 
330,66003.33292682927 
340,54888.116329545475 
348,52442.606 
