time,recvpackets@tsung_controller@ip-172-31-29-152 
10,124 
20,171.0 
30,187.0 
40,154.0 
50,159.0 
60,194.0 
70,251.0 
80,310.0 
90,311.0 
100,237.0 
110,279.0 
120,373.0 
130,380.0 
140,407.0 
150,598.0 
160,416.0 
170,574.0 
180,390.0 
190,386.0 
200,552.0 
210,471.0 
220,473.0 
230,554.0 
240,462.0 
250,537.0 
260,632.0 
270,634.0 
280,598.0 
290,783.0 
300,717.0 
310,635.0 
320,394.0 
330,278.0 
340,448.0 
348,222.0 
