time,connect,request 
0,25.443,620.398 
10,25.443,699.636 
20,25.443,758.832 
30,25.443,1439.534 
40,25.443,1439.534 
50,25.443,1439.534 
60,25.443,1439.534 
70,25.443,2610.637 
80,25.443,2610.637 
90,25.443,2610.637 
100,25.443,2610.637 
110,25.443,4705.65 
120,51.43,6086.977 
130,51.43,9217.115 
140,51.43,9877.064 
150,51.43,11936.4 
160,51.43,15836.087 
170,51.43,16183.503 
180,51.43,17419.844 
190,51.43,17449.98 
200,51.43,17449.98 
210,51.43,19304.561 
220,51.43,23584.099 
230,51.43,24118.609 
240,51.43,24724.933 
250,51.43,29384.329 
260,51.43,31632.713 
270,51.43,31632.713 
280,51.43,31632.713 
290,51.43,35959.775 
300,51.43,35959.775 
310,51.43,35959.775 
320,51.43,35959.775 
330,51.43,35959.775 
340,51.43,35959.775 
348,51.43,35959.775 
