time,recvpackets@tsung_controller@ip-172-31-25-97 
10,112 
20,341.0 
30,288.0 
40,224.0 
50,220.0 
60,71.0 
70,165.0 
80,348.0 
90,267.0 
100,472.0 
110,389.0 
120,272.0 
130,378.0 
140,531.0 
150,450.0 
160,457.0 
170,489.0 
180,484.0 
190,508.0 
200,599.0 
210,442.0 
220,457.0 
230,746.0 
240,440.0 
250,736.0 
260,660.0 
270,813.0 
280,750.0 
290,666.0 
300,628.0 
310,429.0 
320,386.0 
330,225.0 
