time,connect,request 
0,1.073,8.913 
10,1.015,8.913 
20,1.015,7.902 
30,1.015,7.902 
40,1.015,7.902 
50,1.015,7.321 
60,1.015,7.321 
70,1.015,7.321 
80,1.015,7.321 
90,0.952,7.321 
100,0.952,7.321 
110,0.952,7.321 
120,0.816,7.173 
130,0.816,7.173 
140,0.816,7.173 
150,0.737,7.173 
160,0.737,7.173 
170,0.737,7.173 
180,0.737,7.173 
190,0.737,7.173 
200,0.737,7.173 
210,0.737,0.705 
220,0.737,0.525 
230,0.737,0.525 
240,0.737,0.485 
250,0.737,0.485 
260,0.737,0.46 
270,0.737,0.434 
280,0.737,0.434 
290,0.737,0.434 
300,0.737,0.434 
310,0.737,0.434 
320,0.737,0.434 
330,0.737,0.434 
