time,page 
0,190.36571508028086 
10,126.67302638073204 
20,406.88618404230704 
30,409.0795636951237 
40,162.64890881243937 
50,209.5078330073553 
60,138.77094528956195 
70,647.2801515969791 
80,310.64047139222345 
90,473.4977828882441 
100,364.3874081807835 
110,386.78932515599206 
120,422.84589964890745 
130,992.1245432334581 
140,2640.8518261130585 
150,2971.9287875114337 
160,3379.1505595630947 
170,3447.4277922573137 
180,3051.1232090747876 
190,3620.3142145847423 
200,2703.378858141211 
210,5560.000117985533 
220,6863.0169913859845 
230,8569.470080878613 
240,9285.245028159921 
250,9672.427181674686 
260,8995.006650246412 
270,9184.395884066615 
280,7863.329109582238 
290,8189.606497504924 
300,5893.889356520891 
310,7400.28519968446 
320,3857.5469743701187 
330,5757.7317934312905 
