time,sentpackets@tsung_controller@ip-172-31-25-97 
10,116 
20,116 
30,116 
40,116 
50,116 
60,76 
70,76 
80,76 
90,76 
100,76 
110,76 
120,76 
130,76 
140,76 
150,76 
160,76 
170,76 
180,76 
190,76 
200,76 
210,76 
220,76 
230,76 
240,76 
250,76 
260,76 
270,76 
280,76 
290,76 
300,76 
310,76 
320,76 
330,76 
