time,sentpackets@tsung_controller@ip-172-31-25-97 
10,116 
20,493.0 
30,304.0 
40,244.0 
50,330.0 
60,76.0 
70,175.0 
80,361.0 
90,284.0 
100,584.0 
110,408.0 
120,288.0 
130,480.0 
140,614.0 
150,468.0 
160,470.0 
170,589.0 
180,514.0 
190,616.0 
200,627.0 
210,549.0 
220,492.0 
230,860.0 
240,483.0 
250,916.0 
260,722.0 
270,941.0 
280,969.0 
290,726.0 
300,764.0 
310,419.0 
320,396.0 
330,230.0 
