time,sentpackets@tsung_controller@ip-172-31-25-97 
10,116 
20,493 
30,493 
40,493 
50,493 
60,493 
70,493 
80,493 
90,493 
100,584 
110,584 
120,584 
130,584 
140,614 
150,614 
160,614 
170,614 
180,614 
190,616 
200,627 
210,627 
220,627 
230,860 
240,860 
250,916 
260,916 
270,941 
280,969 
290,969 
300,969 
310,969 
320,969 
330,969 
