time,size_sent,size_rcv 
0,6.2109375,19.715625 
10,17.384375,43.365625 
20,35.3359375,95.8828125 
30,27.47421875,67.8953125 
40,14.0796875,37.99375 
50,14.68046875,26.3859375 
60,5.78828125,23.5171875 
70,39.3640625,101.0015625 
80,32.93203125,82.41875 
90,39.98359375,105.4640625 
100,38.96640625,106.659375 
110,36.53671875,73.471875 
120,27.85234375,84.509375 
130,50.04453125,121.346875 
140,47.146875,123.2515625 
150,48.990625,133.9921875 
160,48.63828125,99.6921875 
170,52.28984375,133.1921875 
180,42.653125,86.7875 
190,67.98984375,179.1015625 
200,39.10234375,77.24296875 
210,42.9484375,102.18359375 
220,63.0359375,179.575 
230,63.065625,102.25546875 
240,90.32890625,148.215625 
250,70.50546875,159.02265625 
260,77.44453125,202.7859375 
270,92.0859375,146.47421875 
280,73.74921875,198.12890625 
290,82.2234375,136.5828125 
300,60.3859375,139.734375 
310,53.08203125,164.38984375 
320,29.9765625,59.64921875 
330,42.75078125,182.5390625 
