time,users,connected 
0,6,5 
10,9,8 
20,16,14 
30,6,5 
40,9,8 
50,0,0 
60,9,8 
70,12,14 
80,15,13 
90,18,18 
100,16,17 
110,9,8 
120,23,23 
130,38,36 
140,51,52 
150,63,63 
160,73,73 
170,93,93 
180,111,110 
190,139,139 
200,164,163 
210,186,186 
220,206,209 
230,221,224 
240,200,200 
250,223,220 
260,223,223 
270,208,208 
280,216,216 
290,204,205 
300,192,195 
310,157,158 
320,137,141 
330,92,93 
