time,page 
0,8.913 
10,8.913 
20,7.902 
30,7.902 
40,7.902 
50,7.321 
60,7.321 
70,7.321 
80,7.321 
90,7.321 
100,7.321 
110,7.321 
120,7.173 
130,7.173 
140,7.173 
150,7.173 
160,7.173 
170,7.173 
180,7.173 
190,7.173 
200,7.173 
210,0.705 
220,0.525 
230,0.525 
240,0.485 
250,0.485 
260,0.46 
270,0.434 
280,0.434 
290,0.434 
300,0.434 
310,0.434 
320,0.434 
330,0.434 
