time,recvpackets@tsung_controller@ip-172-31-30-190 
10,283 
20,237.0 
30,254.0 
40,297.0 
50,63.0 
60,19.0 
70,265.0 
80,21.0 
90,159.0 
100,234.0 
108,618.0 
