time,502,200,500,302,404 
0,12.2,2.3,0.5,0.7, 
10,36.8,3.8,3.4,2,0.3 
20,43.5,4.4,5.3,2.1,1.1 
30,44.7,5.3,3.8,2.4,1.2 
40,49,5.1,5,2.1,1 
50,44.8,5,6.6,1.6,1.4 
60,34.4,3.3,3.4,2.5,1 
70,11.4,1.1,2,0.3,0.4 
80,1.9,0.2,0.2,0,0.2 
87,0.2,0,0.1,0,0 
