time,connect,request 
0,4.9,15.7 
10,4.9,46.3 
20,4.5,56.4 
30,5.7,57.4 
40,4.8,62.2 
50,4.2,59.4 
60,1,44.6 
70,0,15.2 
80,0,2.5 
87,0,0.3 
