time,502,200,500,302,404 
0,122,23,5,7, 
10,490,61,39,27,3 
20,925,105,92,48,14 
30,1372,158,130,72,26 
40,1862,209,180,93,36 
50,2310,259,246,109,50 
60,2654,292,280,134,60 
70,2768,303,300,137,64 
80,2787,305,302,137,66 
87,2789,305,303,137,66 
